token,count,humor_type,type_score,score_dark_humor,score_wordplay_puns,score_sarcasm_irony,score_absurd_surreal,score_topical_political,score_relationship_family,score_workplace_office,score_animals
barbecues,1,animals,0.16205917,0.1402723,0.0057406332,0.0037767515,0.10362533,0.07592274,0.11550838,-0.08666387,0.16205917
bandages,1,dark_humor,0.18383199,0.18383199,0.030233203,0.021736514,-0.0010439754,0.12469944,0.033032246,0.0124565335,0.13611671
balloon,1,absurd_surreal,0.19352305,0.19065085,0.13765086,0.04222556,0.19352305,0.16638805,0.04599517,0.07367581,0.1273861
bald,1,dark_humor,0.21509063,0.21509063,0.14860572,0.08861926,0.15502685,0.1360859,0.03396324,-0.0004366478,0.20919363
bakeries,1,animals,0.21528465,0.16359448,0.10996096,0.03772981,0.114023715,0.046741687,0.04265932,-0.021771021,0.21528465
backwards,1,absurd_surreal,0.15798095,0.081169814,0.10814339,0.12913886,0.15798095,0.11388671,0.088406794,-0.025750225,0.10736267
backpacks,1,animals,0.13055779,0.09962687,0.048137274,0.046438,0.07725242,0.12994252,0.06210544,0.023023954,0.13055779
backpackers,1,topical_political,0.15104218,0.100116804,0.04148247,0.0854591,0.0273604,0.15104218,0.0653052,0.030223917,0.0679875
backpack,1,animals,0.15062101,0.1353099,0.07566833,0.08418165,0.10428746,0.14166921,0.056004453,0.032036193,0.15062101
babies,1,animals,0.24672207,0.16388659,0.1132714,-0.003314995,0.16990751,0.09979503,0.1293334,-0.06933227,0.24672207
average,1,sarcasm_irony,0.11968174,-0.049911335,0.019385964,0.11968174,0.049991257,0.032913573,-0.004238098,0.03462029,-0.018957093
bathrooms,1,dark_humor,0.15630281,0.15630281,0.0006710263,-0.01991933,0.07930348,0.081284136,0.019424094,-0.06461633,0.07149297
bathtubs,1,dark_humor,0.10114796,0.10114796,0.0256333,-0.0050485153,0.0837507,0.055280827,0.021437265,-0.038007453,0.0666809
batting,1,animals,0.13067971,0.03331682,0.041698147,0.053908743,0.06445812,0.034403652,0.028564412,0.02628156,0.13067971
behead,1,dark_humor,0.3685028,0.3685028,0.07270531,0.06042038,0.08708303,0.12254894,0.065767065,0.016129574,0.18096027
bite,1,animals,0.24474007,0.045408573,0.044946216,0.038495883,0.06681578,0.12158394,0.020954177,0.02108537,0.24474007
bin,1,dark_humor,0.19258764,0.19258764,0.11955007,0.01561575,0.1877322,0.07477835,-0.013170604,0.00324497,0.15518141
bigfoot,1,absurd_surreal,0.23972178,0.09837073,0.088723905,0.031262662,0.23972178,0.088645555,0.017129492,-0.05515218,0.23131955
beverage,1,topical_political,0.16894071,-0.01976449,0.12834564,0.06951645,0.08533028,0.16894071,0.10788993,0.01681028,0.12201436
besides,1,animals,0.14914428,0.08862777,0.073378064,0.09052626,0.020571863,0.07026465,0.12073399,0.03091884,0.14914428
beneath,1,dark_humor,0.16177863,0.16177863,0.028503679,0.11308426,0.11644541,0.027607702,0.010756878,-0.07808269,0.07066404
belt,1,animals,0.15053698,0.14319965,0.057294406,0.044575293,0.03800486,0.115021974,0.049904842,0.025778687,0.15053698
beings,1,absurd_surreal,0.34695154,0.15442957,0.0048659593,-0.05189503,0.34695154,0.047877975,0.073141955,-0.11174072,0.3169904
behaving,1,sarcasm_irony,0.15294445,0.13428052,0.098497234,0.15294445,0.0799396,0.111573644,0.15242572,0.07463581,0.14592244
battle,1,dark_humor,0.27284065,0.27284065,0.061530493,0.09815903,0.103745066,0.1693064,0.111149296,0.049722493,0.14990437
behave,1,animals,0.14261651,0.073658094,0.0395403,0.10697058,0.10627073,0.06992509,0.048302133,0.008162326,0.14261651
beehives,1,absurd_surreal,0.24036571,0.1030906,0.1634091,0.03922341,0.24036571,0.087378755,0.07301155,-0.051689,0.21702316
beehive,1,absurd_surreal,0.21639305,0.15729989,0.1390166,0.04599461,0.21639305,0.12658682,0.0670642,-0.05006705,0.1800333
beds,1,dark_humor,0.25037232,0.25037232,0.09375943,-0.017163426,0.14235556,0.05459337,0.06028804,-0.0014721081,0.16498995
beast,1,animals,0.30463898,0.11372808,-0.002495779,-0.070127666,0.19040221,0.055516344,0.04505752,0.020874998,0.30463898
bearded,1,animals,0.31412885,0.13212611,0.09334854,0.09037693,0.15766887,0.111994736,0.014705472,0.06407119,0.31412885
beams,1,absurd_surreal,0.13888468,0.13475804,0.058022223,0.055508222,0.13888468,0.08288887,0.09794986,0.079157144,0.10706276
battling,1,animals,0.21000779,0.16418172,0.055181246,0.054416306,0.10413049,0.1371873,0.1549323,0.045357242,0.21000779
auto,1,animals,0.1436845,0.13511503,0.0048798583,0.07296261,0.081400834,0.08640406,0.09433848,0.012799013,0.1436845
author,1,dark_humor,0.17262962,0.17262962,0.0225611,0.08448281,0.111877725,0.09190132,0.09719895,0.072469555,0.059956893
auditorium,1,dark_humor,0.13735865,0.13735865,-0.010925187,0.047571372,0.12190424,0.032311607,0.0024490766,0.12237643,-0.026797842
aggressive,1,animals,0.19534828,0.06570478,0.077946045,0.14653775,-0.023237312,0.028741004,0.06956479,0.08710869,0.19534828
amphitheater,1,dark_humor,0.20525451,0.20525451,0.06954686,0.09867707,0.071231164,0.081025876,0.021106975,0.045230024,0.014859921
amount,1,workplace_office,0.16643244,0.05698911,0.03091016,-0.0043399613,0.0765807,0.12562042,0.05920275,0.16643244,0.091705546
already,1,dark_humor,0.15024641,0.15024641,0.061097696,0.07834883,0.07138509,0.14885491,0.10042158,0.046308108,0.13939527
ally,1,animals,0.13408628,0.086213574,0.02619704,0.025669485,0.06314234,0.06862803,0.10704208,0.078826874,0.13408628
alleys,1,dark_humor,0.20426379,0.20426379,0.021805106,0.025926573,0.10891193,0.010767286,0.07980968,-0.029091856,0.101477
alien,1,absurd_surreal,0.4023398,0.13959557,-0.00682157,-0.04466795,0.4023398,0.057054214,0.09001209,-0.05500207,0.1650213
aisle,1,dark_humor,0.22561468,0.22561468,0.10546592,0.009152217,0.12959114,-0.014860101,0.1486198,0.11955118,0.059565153
aiming,1,dark_humor,0.13583253,0.13583253,0.073828846,0.12056765,0.09452021,0.11791071,-0.014074054,0.048435602,0.10342079
age,1,animals,0.102574304,0.095952675,0.06055084,0.04809626,0.061264068,0.0808758,0.015056731,-0.019592572,0.102574304
analyzing,1,relationship_family,0.12947105,0.04128911,0.02056308,0.07907324,0.11610498,0.12481547,0.12947105,0.02222337,0.0511112
affairs,1,relationship_family,0.3618216,0.20455101,0.07816147,0.11068609,0.18985134,0.09902954,0.3618216,0.054484658,0.09874995
active,1,topical_political,0.14251405,0.08600843,-0.013406924,0.085134685,-0.00526941,0.14251405,0.0617545,0.023973884,0.103166334
actions,1,topical_political,0.18750623,0.12929288,0.06879519,0.14145915,0.060195133,0.18750623,0.06563404,0.07249847,0.14093956
acknowledging,1,sarcasm_irony,0.16424201,0.044690754,0.04379911,0.16424201,0.050533123,0.069500424,-0.004984781,0.006064303,0.12826535
accord,1,absurd_surreal,0.14892052,0.078195885,0.010615596,-0.0018948317,0.14892052,0.060564056,0.044809587,-0.05016522,0.10052561
absurdly,1,sarcasm_irony,0.2893023,0.10529484,0.15562409,0.2893023,0.23319592,0.05355627,0.08755802,0.045951553,0.03391516
absurd,1,absurd_surreal,0.3794114,0.15342918,0.15056527,0.307506,0.3794114,0.09652495,0.09874911,0.06412831,0.08158621
abnormal,1,absurd_surreal,0.26586398,0.20386882,0.1094068,0.11110598,0.26586398,-0.013795684,0.1000734,-0.011899326,0.019397464
anachronism,1,absurd_surreal,0.27415496,0.1481784,0.14382519,0.24878845,0.27415496,0.025938746,0.13998957,0.023214314,0.04479343
antique,1,dark_humor,0.19105297,0.19105297,0.012109122,0.12353568,0.18483311,-0.042035386,0.081141114,0.01842706,0.07119357
attractive,1,animals,0.107279204,0.05431137,-0.011001758,0.09330685,0.028793633,0.037353523,0.060311828,0.05709394,0.107279204
arrangement,1,dark_humor,0.18813697,0.18813697,0.11889815,-0.013618419,0.124411546,0.08194067,0.15800223,0.09497039,0.17472483
attendant,1,animals,0.10532434,0.068320975,0.07028488,0.007838491,0.08561291,0.033266414,-0.049570322,0.07469675,0.10532434
attend,1,workplace_office,0.09305711,0.070651084,0.0027413648,0.031432353,0.05867727,0.060548615,0.0075590275,0.09305711,0.046104413
attempting,1,absurd_surreal,0.16452649,0.12291686,0.01794142,0.09012811,0.16452649,0.12605366,0.09831226,-6.743893e-05,0.10005754
attack,1,dark_humor,0.23109546,0.23109546,0.052874237,0.08085942,0.09741056,0.16390246,0.06544715,-0.011199508,0.12715009
attach,1,animals,0.14621466,0.111698106,0.077673286,0.05386734,0.055622205,0.108196996,-0.021673646,0.006394729,0.14621466
asylum,1,dark_humor,0.27256724,0.27256724,0.020896778,0.01556926,0.24643299,0.10004434,0.07500199,-0.1257687,0.18066698
asteroid,1,dark_humor,0.2849181,0.2849181,-0.004063273,0.016006332,0.28106347,0.12197931,0.052339576,0.02391611,0.027552549
arrest,1,absurd_surreal,0.10809447,0.06799547,0.057846207,0.036453605,0.10809447,0.041123774,0.108070016,0.030911524,0.102828875
apron,1,animals,0.15874815,0.12388751,0.004114478,0.038317844,0.10598256,0.04535091,0.052646916,0.101061255,0.15874815
apart,1,relationship_family,0.31670368,0.10547279,0.16055483,0.054426014,0.09727246,0.068477735,0.31670368,0.017078247,0.10842846
appropriately,1,sarcasm_irony,0.1940327,0.090098694,0.024682274,0.1940327,0.04483524,0.05670912,0.0897747,0.043526616,0.09138869
approach,1,relationship_family,0.16485351,0.1094423,-0.0017946027,0.0699738,0.10612565,0.16289859,0.16485351,0.05530198,0.10747023
apprehension,1,absurd_surreal,0.18779211,0.07081283,0.038907487,0.04231874,0.18779211,0.12404023,0.020113688,-0.017517766,0.06640662
appreciate,1,animals,0.12616396,0.1133419,-0.008060963,0.08122669,0.010329669,0.04451826,0.08451536,0.11177618,0.12616396
apples,1,animals,0.16021016,0.1247094,0.02562109,0.025318827,0.14093572,0.07713474,0.054154597,0.022242652,0.16021016
applauding,1,sarcasm_irony,0.20773631,0.111048184,0.049561165,0.20773631,0.06555739,0.13037388,0.03876045,0.113516144,0.09573589
appearing,1,absurd_surreal,0.19009954,0.09436976,0.012474529,0.07999498,0.19009954,0.06322059,0.010614788,0.063036375,0.09113002
apartments,1,animals,0.08309384,0.07917792,-0.035333145,-0.034342732,0.041382812,0.01159748,-0.0054148366,0.0152190365,0.08309384
bitten,1,animals,0.24885502,0.09263671,0.021873854,-0.010931885,0.06679797,0.09179528,0.0070940536,-0.054524206,0.24885502
blenders,1,dark_humor,0.08476546,0.08476546,-0.054568924,-0.013396458,0.06894671,0.035413414,0.024196435,0.06538384,-0.04152038
cold,1,topical_political,0.21417269,0.12111405,0.068595186,0.11387113,0.122876115,0.21417269,0.088646024,0.018537117,0.17435983
blood,1,dark_humor,0.19368933,0.19368933,0.067416966,-0.031830948,0.09251347,0.14030308,0.10606123,-0.08721159,0.16924715
cheat,1,sarcasm_irony,0.18880433,0.13448514,0.10395031,0.18880433,0.0741637,0.11328511,0.14314006,0.0639705,0.095273875
chased,1,animals,0.25350922,0.08191895,0.09731054,0.048153006,0.14111124,0.13613951,0.119696304,-0.020357965,0.25350922
chase,1,animals,0.22161031,0.10143245,0.00715746,-0.024667231,0.10393224,0.15452075,0.11825688,-0.017975688,0.22161031
character,1,animals,0.21730065,0.15847045,0.10979463,0.14429304,0.14230952,0.08402729,0.019892123,0.04252315,0.21730065
chameleons,1,animals,0.25928855,0.094609156,0.07277539,0.05218221,0.25761375,0.07907748,0.019203912,0.053109866,0.25928855
chained,1,animals,0.16768742,0.09540272,0.120562375,0.039308537,0.11888287,0.051683284,0.16683866,-0.025910426,0.16768742
chain,1,animals,0.17207573,0.13715112,0.11575152,0.07335209,0.115868226,0.048502967,0.15337549,0.015104398,0.17207573
ceo,1,workplace_office,0.29186416,0.1359053,0.08030009,0.055938274,0.066310786,0.13875622,0.07548558,0.29186416,0.06680441
centaurs,1,absurd_surreal,0.4987868,0.09696296,0.08966767,-0.006908248,0.4987868,0.0020565279,-0.0031014625,-0.005774691,0.24685282
centaur,1,absurd_surreal,0.5008152,0.119840294,0.09207504,-0.013255694,0.5008152,0.013152095,-0.015869094,0.013133885,0.2466309
celestial,1,absurd_surreal,0.27846375,0.18607512,0.054429077,0.07017736,0.27846375,0.063402824,0.060880225,-0.0151772555,0.15571055
caved,1,dark_humor,0.18029863,0.18029863,0.08086346,0.08526639,0.14620522,0.14751741,0.03818841,-0.027178098,0.09857954
catcher,1,animals,0.24157992,0.04544422,0.046071865,0.082954764,0.060857035,0.06765874,0.06527059,-0.009994518,0.24157992
casually,1,sarcasm_irony,0.1493031,0.07513538,0.004011686,0.1493031,-0.0022590258,0.015038276,0.1364884,0.048797593,0.03746468
casual,1,sarcasm_irony,0.19831057,0.16769369,0.030794583,0.19831057,-0.019472223,0.04950671,0.09089206,0.09636546,0.030840937
casts,1,sarcasm_irony,0.14833978,0.08825672,0.060757734,0.14833978,0.06977119,0.06422196,-0.013069491,0.05428078,0.07968318
castles,1,animals,0.1883941,0.18823664,0.029579716,-0.0026967488,0.12725402,-0.00904493,0.12339896,-0.025188647,0.1883941
cast,1,dark_humor,0.120041385,0.120041385,-0.00245115,0.10329372,0.06035753,0.080125876,0.049646094,0.044878114,0.016430417
cashier,1,workplace_office,0.3104422,0.060018905,0.068276,0.040988933,0.03571177,0.015121103,-0.005645584,0.3104422,0.05471228
cheating,1,relationship_family,0.23970866,0.08516323,0.08194793,0.14855872,0.11558265,0.06810607,0.23970866,0.068310425,0.11443989
checking,1,dark_humor,0.067434385,0.067434385,0.01925787,0.06467132,0.055963043,0.049371712,0.053470924,-0.029637082,0.06019882
chewing,1,animals,0.2769888,0.049053043,0.055989318,0.017053256,0.09992727,0.12592703,-0.04370114,-0.020258509,0.2769888
climates,1,topical_political,0.11371517,0.104821905,0.072253495,0.060989648,-0.0024164114,0.11371517,0.056293175,-0.042899534,0.08059015
coconut,1,animals,0.18305476,0.10449978,0.121255085,0.06913957,0.17591304,0.14521086,0.045251243,0.0021090219,0.18305476
cocktail,1,topical_political,0.15953727,0.13502681,0.13870661,0.09291572,0.13456777,0.15953727,0.13958243,0.020743683,0.08508026
coach,1,animals,0.21786985,0.018023318,0.025375852,0.010092178,0.038424667,0.13504075,0.028392216,0.11828564,0.21786985
clothed,1,animals,0.07792118,0.01983153,-0.024262963,-0.0034664841,0.0045990567,0.04616314,0.02324226,0.0010640435,0.07792118
cloth,1,animals,0.13598189,0.09615403,0.002722893,-0.017950702,0.071745045,0.0767441,-0.031215927,-0.046976253,0.13598189
closer,1,topical_political,0.144113,0.13743544,0.0793487,0.06838713,0.0779796,0.144113,0.07745822,0.0823825,0.09614241
clone,1,dark_humor,0.13964291,0.13964291,-0.04984898,0.068839654,0.09454945,0.029133089,-0.011201737,-0.07874061,0.118953586
climbed,1,animals,0.17392111,0.12939398,0.0858842,0.05510074,0.08163672,0.09485452,0.035489567,-0.012587734,0.17392111
clearly,1,wordplay_puns,0.14085907,0.07977976,0.14085907,0.12908006,0.085999,0.029171772,0.07541387,0.010908914,0.119348556
choking,1,animals,0.22934628,0.19494113,0.11538391,0.0052312086,0.21365115,0.17107813,0.045354147,-0.0351805,0.22934628
clear,1,dark_humor,0.15798531,0.15798531,0.06158083,0.07832952,0.088830635,0.15040027,0.018107682,0.021673432,0.10518388
cleaners,1,animals,0.1782502,0.09221527,0.010205933,0.0075837728,0.034871597,0.05000251,0.079142235,-0.028163992,0.1782502
cleaner,1,animals,0.18454222,0.083423615,0.02867956,0.033382475,0.01789892,0.044311732,0.07857738,-0.04102742,0.18454222
cities,1,dark_humor,0.16419832,0.16419832,0.011194311,0.028400192,0.027477544,0.086240545,0.09543074,-0.006006349,0.08723299
circular,1,absurd_surreal,0.21984597,0.1045132,0.036377676,0.10264325,0.21984597,0.04805963,0.08798185,0.03521886,0.10796873
cigarette,1,topical_political,0.21211267,0.20530246,0.14213878,0.13915764,0.08169589,0.21211267,0.06024223,-0.04309632,0.20930605
cigar,1,dark_humor,0.20064957,0.20064957,0.09747313,0.14394692,0.10915512,0.17996734,0.13331367,-0.0045639463,0.100182526
chomping,1,topical_political,0.20209026,0.10880013,0.1678971,0.16843125,0.02583057,0.20209026,0.12222573,0.08894649,0.14046335
carries,1,animals,0.159324,0.091283455,0.024638627,-0.011950042,0.011272002,0.03729316,0.08954518,0.022992654,0.159324
carried,1,animals,0.12703621,0.12234746,0.06582426,0.037638076,0.026951184,0.070065536,0.0890813,0.05688873,0.12703621
captive,1,animals,0.20868562,0.11130056,0.051801838,0.05606935,0.10184917,0.18040943,0.03294889,-0.05841034,0.20868562
bounder,1,animals,0.09191045,0.084467195,0.04231859,0.0716479,0.05315505,0.05967669,0.031547464,0.07009868,0.09191045
briefcases,1,dark_humor,0.1980979,0.1980979,0.012997766,-0.01842231,0.1724903,0.062330592,0.1488818,0.12141761,0.060733594
bridesmaids,1,relationship_family,0.18890753,0.18767774,0.021522623,0.008661966,0.08878009,-0.05517662,0.18890753,0.042670928,-0.047566477
breakfast,1,dark_humor,0.20066598,0.20066598,0.1049822,0.113163024,0.17495424,0.17395651,0.19070342,0.07122801,0.16827509
boys,1,animals,0.14618424,0.087855056,0.07487611,0.047083445,0.040751833,0.109208904,0.10660763,-0.076641686,0.14618424
boyfriend,1,relationship_family,0.30601108,0.10924746,0.089800425,0.11679131,0.096637994,0.11739585,0.30601108,0.06476124,0.18588695
boxes,1,animals,0.25123066,0.19229262,-0.030923538,-0.10745606,0.1402747,0.14602357,0.01654368,0.06262258,0.25123066
boxed,1,dark_humor,0.19081178,0.19081178,0.01786265,-0.05618401,0.09611772,0.14419433,0.0119331945,0.051034994,0.18472123
bow,1,animals,0.26362157,0.062147114,0.1528714,0.060003076,0.066147834,0.13440764,0.10131591,0.052929267,0.26362157
boulders,1,absurd_surreal,0.18165278,0.1760499,-0.0020652525,0.04776988,0.18165278,0.008618772,0.0790185,0.034182914,0.06777738
brings,1,dark_humor,0.1318163,0.1318163,0.0413009,0.07415608,0.036661014,0.09544186,0.036003985,0.04612652,0.12575202
bottles,1,topical_political,0.11577085,0.016644036,0.03595947,-0.101457104,0.09683584,0.11577085,0.013936928,-0.03547715,0.10774793
bothered,1,sarcasm_irony,0.13898897,0.03312076,0.07529746,0.13898897,0.052024566,0.004177598,0.055775832,0.00066494104,0.09850609
bored,1,dark_humor,0.19752145,0.19752145,0.10191466,0.16898596,0.17926343,0.121188276,0.10847904,-0.015090149,0.14869078
bonfire,1,dark_humor,0.3646251,0.3646251,0.05382871,0.04132937,0.042589057,0.03634087,0.08041407,-0.033236418,0.16259685
boardroom,1,animals,0.10884291,0.10752321,0.005338054,-0.017574366,0.061211787,0.04869221,-0.07374154,0.071698375,0.10884291
blueprints,1,animals,0.15418029,0.111561745,-0.032042086,-0.039706968,0.110296845,0.07801478,0.051477343,0.07609345,0.15418029
blue,1,animals,0.1844356,0.15639171,0.036655337,-0.0243273,0.12893362,0.11414031,0.049250975,-0.0061287247,0.1844356
blown,1,dark_humor,0.23647481,0.23647481,0.14424482,0.08969154,0.13510099,0.102531835,0.120183915,0.017089523,0.02745121
bright,1,absurd_surreal,0.15018718,0.14310351,0.08899201,0.1256249,0.15018718,0.079032116,0.10038018,0.1167837,0.12429671
broken,1,relationship_family,0.18556124,0.11981777,0.13139075,0.074501544,0.1297585,0.07071946,0.18556124,0.048324384,0.15893152
caps,1,topical_political,0.17600936,0.092362806,0.06809927,0.10575983,-0.019938499,0.17600936,0.06766791,0.13808079,0.11671806
bystanders,1,sarcasm_irony,0.15063283,0.08206777,0.060703374,0.15063283,0.07201073,0.0641047,0.015001541,0.010878734,0.009843196
cape,1,dark_humor,0.13271043,0.13271043,0.045837812,0.06968493,0.05100338,0.13195777,0.023905504,0.043250374,0.1305657
capacity,1,topical_political,0.13631418,0.045028232,0.02482646,0.028208498,0.029740345,0.13631418,0.041539483,0.09907978,0.1295478
cannonballs,1,absurd_surreal,0.16295153,0.13831833,0.1243079,0.10510668,0.16295153,0.14761092,0.11114783,0.083579645,0.13736664
campsite,1,dark_humor,0.1463517,0.1463517,0.10479748,0.11444436,0.06979692,0.10393791,-0.04709609,-0.049996182,0.059312478
camping,1,dark_humor,0.19815227,0.19815227,0.08770555,0.049546976,0.08405636,0.15074965,0.040232707,-0.10237256,0.13615191
campfire,1,dark_humor,0.27510768,0.27510768,0.13737303,0.1254692,0.073846385,0.1736771,0.021161033,-0.017672852,0.1745429
calls,1,animals,0.12279609,0.07428001,0.044907093,0.0023280606,0.08588639,0.115953095,0.10484263,0.07299265,0.12279609
cage,1,animals,0.35752922,0.16025119,0.04988332,0.05541709,0.18099703,0.12825108,0.0038347058,-0.046279762,0.35752922
buying,1,topical_political,0.1327861,0.08354482,0.016558409,0.043845665,0.039634928,0.1327861,0.029777281,0.05190286,0.13213973
browsing,1,animals,0.13254058,0.06644697,0.030292273,0.015256822,0.038363222,0.099286295,0.04644628,0.099507466,0.13254058
button,1,sarcasm_irony,0.09138345,0.042361677,-0.04178589,0.09138345,0.035067536,0.06467205,-0.06237972,0.03285499,0.040868253
burgers,1,animals,0.18744783,0.12998845,0.014428642,0.10552406,0.11250567,0.15392014,0.09301456,0.02234926,0.18744783
bunk,1,dark_humor,0.21442844,0.21442844,0.18760581,0.114482164,0.20675403,0.062235177,-0.002580531,-0.02605855,0.15669711
bulls,1,animals,0.26992708,0.10277752,0.10161953,0.06427993,0.1290533,0.14907129,0.11783369,-0.07375055,0.26992708
bulb,1,absurd_surreal,0.17254864,0.12207593,0.12857667,0.055828623,0.17254864,0.05015319,0.0539299,0.11824921,0.14990062
bucking,1,animals,0.12754573,-0.030636182,0.03305081,0.09278266,0.024248384,0.10027868,0.035217457,0.03585328,0.12754573
buckets,1,animals,0.16351463,0.09364893,0.08760333,0.03788772,0.13970426,0.109797746,0.07554898,0.036177345,0.16351463
bucked,1,sarcasm_irony,0.14267284,-0.012174949,0.051314875,0.14267284,0.04230879,0.09648591,0.013324713,0.01403689,0.11811862
featured,1,topical_political,0.15054779,0.103010386,0.019224701,0.027428156,0.13700464,0.15054779,0.08171579,0.07579871,0.12578157
fed,1,relationship_family,0.16456422,0.049710117,0.018491976,0.039909627,0.06525555,0.15552208,0.16456422,0.0885808,0.124824755
fence,1,animals,0.28034616,0.05267095,-0.0051214304,0.0703852,0.089662656,0.14187157,0.020321745,-0.044088006,0.28034616
ordered,1,animals,0.13056856,0.12856868,0.0147976205,-0.018395739,0.10055391,0.06982651,0.0825433,0.073035136,0.13056856
newly,1,dark_humor,0.11495992,0.11495992,-0.0035971734,0.09707356,0.0794192,0.09211524,0.008790188,0.026164733,0.085400105
never,1,sarcasm_irony,0.08100721,0.030853415,0.0056017153,0.08100721,0.036831982,0.05822647,0.050808646,-0.0014257627,0.061830588
nesting,1,animals,0.28208882,0.10361901,0.09628452,-0.023289934,0.11299825,0.18411753,0.119808346,-0.0027936492,0.28208882
nested,1,animals,0.23570967,0.1494709,0.12536348,0.06972407,0.14721781,0.18833125,0.17995556,0.0030728355,0.23570967
neighbors,1,animals,0.17629698,0.06579017,0.002602607,-0.025232896,0.12098163,-0.03848891,0.09528097,-0.029300733,0.17629698
needing,1,animals,0.12610802,0.09906606,-0.043350145,0.064588994,0.047937334,0.10130579,0.04273455,0.07477662,0.12610802
nearly,1,sarcasm_irony,0.15890393,0.051630843,0.07502573,0.15890393,0.08819574,0.10968819,0.035578985,0.024364892,0.06707684
navigating,1,absurd_surreal,0.08507064,0.040639017,-0.037234124,0.0011043823,0.08507064,0.05255535,-0.010346331,-0.030533055,0.03521223
naturally,1,animals,0.12645854,0.0149146635,0.04400715,0.014112512,0.02631753,0.028902315,0.080372356,-0.059419565,0.12645854
native,1,animals,0.15825248,-0.002373213,0.11468379,0.069398284,0.07085271,-0.005726928,-0.0077857226,0.039468773,0.15825248
named,1,dark_humor,0.14478579,0.14478579,0.050149716,0.05636636,0.08838647,0.12721752,0.10510996,-0.020191863,0.12701026
name,1,dark_humor,0.21178585,0.21178585,0.040137008,0.08026634,0.057654016,0.17783982,0.07053701,0.03677522,0.17495787
myth,1,absurd_surreal,0.27321124,0.101720124,0.088044174,0.11655821,0.27321124,0.016328488,0.07377871,-0.023656454,0.08051272
mustache,1,animals,0.21378146,0.17596412,0.12765774,0.13083805,0.12786973,0.19208875,0.090606235,0.14726053,0.21378146
musicians,1,wordplay_puns,0.12158537,0.070767134,0.12158537,-0.009141141,0.07623115,0.014160385,0.03696514,0.06301558,0.045029573
musical,1,wordplay_puns,0.1888093,0.16159552,0.1888093,0.05733233,0.16130921,0.017889699,0.060771763,-0.0049149413,0.094836324
mundane,1,absurd_surreal,0.30619177,0.25974068,0.106030054,0.25645733,0.30619177,-0.01332324,0.10425474,0.097564414,0.11304583
multiple,1,dark_humor,0.19445758,0.19445758,0.107004434,0.043419085,0.09746133,0.11557001,0.13128111,0.018523572,0.14690016
mouths,1,animals,0.18945865,0.07068901,0.12684275,0.07724275,0.09046347,0.16949451,0.039402116,0.040128328,0.18945865
newspaper,1,dark_humor,0.2417077,0.2417077,0.08108057,0.040891737,0.030529276,0.17000759,0.070037395,0.121509984,0.17642267
nice,1,workplace_office,0.14270353,0.06482126,0.023498371,0.09613575,0.09496009,0.06772427,-0.018423604,0.14270353,0.119888864
nightclub,1,relationship_family,0.17770642,0.1358188,0.07963842,0.08350768,0.028783552,0.047475316,0.17770642,0.014203085,0.034739725
offices,1,workplace_office,0.32328016,0.18030682,0.038457833,0.006084472,0.055372976,0.12966624,0.027703889,0.32328016,0.11751108
opposable,1,dark_humor,0.12358294,0.12358294,0.044037182,0.040800974,0.051239632,0.043460794,0.04056187,0.01987037,0.06383822
operating,1,dark_humor,0.14965893,0.14965893,0.051013,0.044645496,0.06943591,0.122948125,0.09598858,0.057150684,0.10741601
operate,1,animals,0.15491328,0.12980558,0.10746551,0.08073196,0.12941693,0.11765069,0.07933392,0.10459429,0.15491328
opens,1,dark_humor,0.16537358,0.16537358,0.03469629,0.0022416348,0.044121154,0.11210751,0.01840932,0.040337544,0.07708624
opened,1,dark_humor,0.12351414,0.12351414,-0.022570958,-0.043356687,0.05159028,0.10165499,-0.025752453,0.012581889,0.11377978
oneself,1,animals,0.13683496,0.10835329,0.08603307,0.12830344,0.13194217,0.03167995,-0.009106966,-0.049682304,0.13683496
okay,1,animals,0.12697122,0.0789277,0.06893287,0.07674842,0.014817251,0.07964081,0.079232596,0.08984655,0.12697122
officials,1,animals,0.091362365,0.00859759,0.04591993,0.021086369,0.05238196,0.076536715,0.00839094,0.057841897,0.091362365
officers,1,animals,0.14968735,0.0855975,0.017853018,-0.0313623,0.06797038,0.080274574,0.047575466,0.094425276,0.14968735
nonchalant,1,sarcasm_irony,0.18124467,0.11440392,0.10380305,0.18124467,0.145221,0.058605336,-0.029220518,0.024447914,0.059568398
occupied,1,dark_humor,0.14112404,0.14112404,0.07088788,0.07154542,0.070295274,0.05972737,0.06839318,-0.040394403,0.08046555
observe,1,absurd_surreal,0.138158,-0.04274167,-0.044586387,0.091175914,0.138158,0.06530517,0.057090577,0.08277755,0.081127845
oblivious,1,absurd_surreal,0.13266161,0.05421807,0.099125415,0.09239518,0.13266161,0.0222558,0.0071434435,0.031821076,0.094861515
numerous,1,animals,0.15150568,0.13453121,0.03155894,0.073538475,0.081009075,0.1066934,0.107604705,-0.036375213,0.15150568
notices,1,animals,0.14948767,0.12909894,0.030882077,0.12485168,0.09099363,0.038859576,-0.003431974,0.1244788,0.14948767
noticed,1,sarcasm_irony,0.12951949,-0.0041984394,0.04782649,0.12951949,0.10623957,0.031896427,-0.048224352,0.067530416,0.084317535
notepad,1,workplace_office,0.1774576,0.088869736,0.024735782,0.081639424,-0.0410243,0.040052302,0.083203346,0.1774576,0.10309735
