contest_id,num_captions,image_locations,image_descriptions,image_uncanny_descriptions,entities,questions,Top Rated caption,The New Yorker's winner,date,Number of votes
722,9882.0,"['a residential home', 'a house']","['A man and a woman are standing on the sidewalk staring at their destroyed home. A piano the size of a house has crashed into the home and completely destroyed it.', 'Two people are looking at their house. It has been caved in by a giant piano.', 'A man a woman look up at the front of their house to see a piano dropped on top of it. They property and the piano are completely destroyed.']","['The piano is way larger than any piano should be.', 'It is virtually impossible to have a grand piano that is as big and massive as a house. It is also improbable to even fall out of the sky and crash down into a house.', 'There is a piano that is the size of a house and it somehow has a crushed this house.']","['https://en.wikipedia.org/wiki/Piano', 'https://en.wikipedia.org/wiki/Demolition', 'https://en.wikipedia.org/wiki/Damage']","['Why did a piano have to fall on a house?', 'Who dropped the piano on the house?', 'Where did the giant piano even come from?']",“This is the only house I could find under a grand.”,"“The piano's in tune, but the house is a little flat.”",2020-05-25,1490136
723,6944.0,"['a music studio', 'a recording studio']","['Cats and dogs are recording and playing some music in a music booth. There are sound engineers working the controls outside of the booth.', 'A bunch of animals are singing and playing instruments. A man and woman are controlling the sound.', 'Two people are sitting at a sound board. In the booth, there are many animals. Each are playing a musical instrument.']","['Pets cannot sing or play instruments.', ""Animals don't congregate like that, and are not musicians."", 'Cats and dogs do not play and record music']","['https://en.wikipedia.org/wiki/Musical_ensemble', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Cat']","['Why are the cats and dogs playing music?', 'What are the animals recording?', 'Why are there cats, dogs, and fish singing and playing instruments?']",“Less woofer?”,"“We should be able to finish the album today, as long as no one rings the doorbell.”",2020-06-01,1325805
724,6151.0,['a book signing'],['There is an author signing at a bookstore. There is also a line of people with a big lizard in front.'],['The giant lizard in a bookstore does not belong.'],"['https://en.wikipedia.org/wiki/Godzilla', 'https://en.wikipedia.org/wiki/Autograph']",['Why is the lizard angry?'],"“""MEET ??"". I heard ""EAT"".”","“To Archaeopteryx, spelled just like it sounds.”",2020-06-08,999215
725,7679.0,"['woods', 'a field']","['An archer is aiming at a girl. The girl has a cherry on her head. They are in the mountains.', 'A boy is standing next to a tree with a cherry on his head. A man is standing away from him with a bow.', 'A boy has a cherry on his head and an archer is ready to shoot at it. The boy is standing still.']","[""The girl has a cherry on her head, not an apple, so it's hard to shoot without killing her."", 'The cherry is the only thing in color.', 'Usually it is an apple on the head because apples are bigger and more easier to shoot than a small cherry which would put the boy in danger.']","['https://en.wikipedia.org/wiki/Apple', 'https://en.wikipedia.org/wiki/Archery', 'https://en.wikipedia.org/wiki/Target_practice']","['Why is the cherry colored in?', 'Why does the girl have a cherry on her head?', 'Why did they choose a cherry over an apple?']","“Wait, dad! Your glasses!”","“I’m just saying, after this haircut, it’s difficult to trust you.”",2020-06-15,1039526
726,7705.0,"['the outdoors', 'outside']","['A woman is being attacked by human-sized mosquitoes. A man stares at her. They are outside.', 'Two people are sitting in chairs outside. The woman is being taken away by giant insects.', 'There are two giant human-sized hornets who are pulling a woman from her fallen lawn chair. She has a shocked look on her face. There is another man next to her who sits in his lawn chair looking calm and is now talking to the woman.']","['There are gigantic mosquitoes carrying the woman away. Mosquitoes are tiny in real life.', 'It is unusual to see hornets the size of a human being. It is also unusual for the man to be acting so calm.', 'The insects are giant.']","['https://en.wikipedia.org/wiki/Kidnapping', 'https://en.wikipedia.org/wiki/Gigantism', 'https://en.wikipedia.org/wiki/Mosquito']","['Why are the mosquitoes so huge?', 'Why are these hornets so big?', 'What is the man saying to the woman?', 'Why do the insects want to take her?']","“Once they choose their queen, honey, it’s really hard to change their minds.”","“To be fair, Martha, you did just kill one of their kids.”",2020-06-22,978388
727,9676.0,"['an empty room', 'apartment']","[""People are introduced to a room by a realtor. Outside of the room's window you can see outer space with planets in the background."", 'A realtor is showing a house to a couple. Outside you can see the stars and planets. The house seems to be in space.', 'A woman is showing a couple an empty house. Outside the window we can see planets and moons.']","['You cannot see space from outside your window like that.', 'There are planets visible outside. They are huge and that is not possible from Earth, so the house is probably in space.', ""You shouldn't be able to see celestial bodies that close.""]","['https://en.wikipedia.org/wiki/View', 'https://en.wikipedia.org/wiki/Space', 'https://en.wikipedia.org/wiki/Real_estate_agent', 'https://en.wikipedia.org/wiki/Outer_space']","['is the house in outer space?', 'Where is this place located?', 'Why are the planets visible outside?']",“It's the closest you'll get to Manhattan in your price range.”,“It’s the closest you’ll get to Manhattan in your price range.”,2020-06-29,921025
728,5886.0,"['the beach', 'an island']","['A man is relaxing on a small island under a palm tree. Another man with tattered clothes and a briefcase stares at him.', 'A man lays on his beach chair, drinking a coconut drink, and enjoys the sun while a man with tattered clothes looks miserable. They look to be stranded on a small island.', 'A man is tanning himself on a deserted island and holding a drink. Another man with a briefcase is there with ripped clothing.']","['Both men are stranded on the island but only one of them seem to not have eaten while the other is well fed.', 'The man is holding a drink despite there being no source of liquid other than sea water.', 'There is a businessman on the island with tattered clothes while another man is just relaxing and looking fine.']","['https://en.wikipedia.org/wiki/Sun_tanning', 'https://en.wikipedia.org/wiki/Beach_furniture', 'https://en.wikipedia.org/wiki/Coconut', 'https://en.wikipedia.org/wiki/Castaway']","['How were they trapped on the island?', 'Why is the other man so destitute?', 'What happened to the man with tattered clothes?']","“Okay, okay. Fine, I'll fill out the census.”",“Thank you for agreeing to meet remotely.”,2020-07-06,925799
729,5795.0,['a royal chamber'],"['In a throne room, two kings are in a hammock. A woman waits in another room.']",['There are hammocks instead of a throne.'],"['https://en.wikipedia.org/wiki/Hammock', 'https://en.wikipedia.org/wiki/Monarch']",['Why are there two kings?'],"“We can’t be overthrown, but we can be swayed.”","“We can’t be overthrown, but we can be swayed.”",2020-07-13,902767
730,8241.0,['a laboratory'],['Two scientists are conferring in a lab. One scientist has a mouse head.'],['There is a man with the head of a mouse.'],"['https://en.wikipedia.org/wiki/Mouse', 'https://en.wikipedia.org/wiki/Research']",['What experiment are they running?'],"“I'm the only one commenting on your name, Dr. Katz?”","“And, when you get hungry, the cafeteria is to your right, left, left, right, left, straight, right, straight, left, and then you push on the big lever.”",2020-07-20,55362
731,7251.0,['a therapist office'],['A therapist sits in a chair in their office. They are holding a pen and notepad and are looking at a woman who is in the middle of digging a hole in the floor.'],"[""A therapist office is usually in an office building with a concrete or wood floor so it's unusual to see a person digging a hole in the middle of the office and a therapist taking notes like it's normal.""]","['https://en.wikipedia.org/wiki/Digging', 'https://en.wikipedia.org/wiki/Shovel']",['Why is the person digging a hole in an office?'],"“With all due respect, Helen, you’re gonna find crappy men in China, too”","“During next week’s session, we’ll have you paint yourself into a corner.”",2020-07-27,669413
732,5961.0,['a courtroom'],"['A judge is presiding over a courtroom. There is a lawyer questioning a teddy bear in a witness box.', 'A teddy bear is on the stand at court. A judge looks at it. The lawyer looks at the judge.', 'A teddy bear takes the witness stand as a lawyer questions it. A judge looks on with apprehension.']","[""There is a teddy bear in the witness box. Inanimate objects can't give testimony."", ""Teddy bears can't testify in court. It makes no sense he is on the stand."", 'Teddy bears cannot talk so it would be pointless to talk to it in court.']","['https://en.wikipedia.org/wiki/Testimony', 'https://en.wikipedia.org/wiki/Lawyer', 'https://en.wikipedia.org/wiki/Teddy_bear', 'https://en.wikipedia.org/wiki/Judge']","['Why is a teddy bear on the stand at court?', 'Why is the teddy bear on the witness stand?', 'Why is the bear in the witness box?']","“It's true, your honor. I slept with the witness.”",“Where were you between the hours of beddy-bye and nighty-night?”,2020-08-03,945258
733,10163.0,['a field'],"['A bunch of sheep are standing in a field. There are two wolves in suits nearby.', 'A bunch of angry ship are lined up staring at some wolves. The wolves are in business suits. They are talking.', 'A bunch of angry sheep are angry at two wolves in suits. These animals are standing up right like humans.']","['The animals are standing upright like humans.', 'Animals do not stand up or wear suits.', ""The wolves are in suits. Wolves don't wear suits.""]","['https://en.wikipedia.org/wiki/Sheep', 'https://en.wikipedia.org/wiki/Wolf', 'https://en.wikipedia.org/wiki/Wolf_in_sheep%27s_clothing']","['Why are the wolves in suits?', 'Why are the sheep are angry at the wolves?', 'Why are the sheep angry?']","“It seems you promised them herd immunity, Sir.”","""It seems you promised them herd immunity, sir.""",2020-08-10,1169444
734,7390.0,['a bathroom'],"['In the foreground there is a mobster looking man in a coat and hat with a cigarette hanging out of his mouth. He is looking towards the background at a man who is tied up and standing in a bucket which is inside a tub still filling up with water from a running shower. It appears that the mobster is talking.', 'A boy is in a tub tied up in a bucket. A man is smoking there and talking. Water is spraying on the boy.', 'A man is tied up in the shower inside his bathroom. His legs are trapped in a tub of concrete and water is pouring onto him. A mobster is standing beside him chewing on a cigar.']","[""The whole scene is unusual. It's not one thing."", 'The boy is in tub tied up and his feet are in a bucket.', 'It is unusual for a man to be tied up in a bucket which is in a bathtub with a running shower.']","['https://en.wikipedia.org/wiki/Gangster', 'https://en.wikipedia.org/wiki/Cement_shoes', 'https://en.wikipedia.org/wiki/Shower']","['Why is the man tied up in his shower?', 'What is the mobster saying to the man?', 'What is the mobster trying to do to this man?', 'Why is the boy in a tub tied up with water spraying on him?']",“This your last chance to come clean.”,"“Stop fighting it, kid—everyone eventually sings in the shower.”",2020-08-17,840412
735,4647.0,"['a counter', 'wedding']","['A man is staring at a wedding cake. The cake has a smiley face on it. There is a couple on the cake.', 'There is a man in a tuxedo who is frowning while looking at a cake which is topped with figurines of a marrying couple. The cake also shows a face on the bottom tier which is looking at the man and talking.', 'A man is looking at a wedding cake. He looks frightened.']","['It is unusual for a cake to have a face on the side which can talk.', 'The cake has eyes and a mouth.', 'The cake is alive and smiling.']","['https://en.wikipedia.org/wiki/Layer_cake', 'https://en.wikipedia.org/wiki/Anthropomorphism', 'https://en.wikipedia.org/wiki/Wedding_cake']","['What is the cake saying to the frowning man?', 'What does a cake have to say?', 'Why is the cake alive and smiling at the man?']",“It always ends in tiers......”,“I can keep it together during the ceremony. The reception is where I fall to pieces.”,2020-08-24,673778
736,6954.0,"['a field', 'the wild']","['Two alligators are on their hind legs in a desert having a conversation. One of them is wearing a colorful baseball cap with a propeller on top of it.', 'Two gators are talking to each other. One is wearing a propeller hat.', 'Two dinosaurs are staring at one another. One is wearing a pinwheel hat.']","[""Alligators normally don't stand on their hind legs, nor do they have face to face conversations in this position. Additionally, alligators don't wear baseball caps."", 'The hat is the only thing colored in.', 'There are gators acting like people and one is wearing a hat.']","['https://en.wikipedia.org/wiki/Dinosaur', 'https://en.wikipedia.org/wiki/Beanie_(seamed_cap)']","['Why is the alligator wearing a propeller hat?', 'Why is the hat in color?', 'Did the alligator eat the original owner of the cap?', 'Why is the gator wearing a propeller hat?']","“You can advocate for wind power all you want, Randy, but you’re not going to escape your fossil fuel destiny.”",“Your meal came with a toy?”,2020-08-31,869589
737,6431.0,"['a cloud', 'clouds']","['Jack climbs up the beanstalk and interrupts a meeting up in the clouds. Someone is hosting the meeting by talking about a graph presentation.', 'On the left we see a giant beanstalk where Jack (Jack and the Beanstalk) has climbed up and is now eyeing to the right where a board meeting is taking place on top of a cloud. There is a man with a chart behind a conference table surrounded by people in suits. One woman is looking back at Jack.', 'A number of men are sitting around a table in the clouds discussing a chart. Jack is climbing the beanstalk into the clouds and looking at them.']","['It is unusual for a board meeting to be taking place on top of a cloud.', 'Businessmen should be in an office, not in the sky.', ""Meetings aren't held in the clouds.""]","['https://en.wikipedia.org/wiki/Jack_and_the_Beanstalk', 'https://en.wikipedia.org/wiki/Meeting']","['What does Jack think about this?', 'Why is the meeting in the clouds?', 'What does the chart explain?', 'Why is there a board meeting on top of a cloud?']",“I thought you said the cloud was secure.”,“I thought you said the cloud was secure.”,2020-09-07,843580
738,7888.0,"['backyard', 'a back yard']","['A man is raking leaves. A UFO comes by and beams up the leaves.', 'A man is raking leaves in his yard. A UFO is in the sky, sucking up the leaves.', 'A man is raking his lawn.  He is watching a UFO piloted by two aliens beam up piles of leaves into it.']","[""One would not normally expect to see a UFO.  In particular, it's highly unusual for UFOs to abduct leaves, as most UFO-related stories involve people being taken by the UFO"", ""UFOs are out of place anywhere. That's why they're called UFOs."", 'There is a UFO beaming up leaves. UFOs would not help the man like this.']","['https://en.wikipedia.org/wiki/Raking', 'https://en.wikipedia.org/wiki/Leaf', 'https://en.wikipedia.org/wiki/Alien_abduction', 'https://en.wikipedia.org/wiki/Rake_(tool)']","['Why is the UFO beaming up leaves?', 'Why is the UFO taking the leaves?', 'Why do aliens want the leaves?']",“Just to mess with him put them back on the tree.”,“Can’t wait to see the look on his face when we put these back on the tree.”,2020-09-14,939433
739,6956.0,"['an empty room', 'outside']","['There is a father with a child and a small dog. The dog is dressed up as a child.', ""A man is holding both a dog's hand and a child's hand while the child looks angry. The dog is wearing people's clothes."", 'There is a man in a t-shirt and jeans who is holding hands with his son on the left and a dog wearing human clothes on the right. The dog is standing straight up and looking at the little boy who looks angry. The man is talking to the little boy.']","[""Dogs do not wear people's clothes."", 'It is unusual that a man is holding hands with a dog who is wearing clothes and walking upright.', ""There is a dog standing up and wearing clothes. Dogs don't wear clothes.""]","['https://en.wikipedia.org/wiki/Dog_fashion', 'https://en.wikipedia.org/wiki/Son', 'https://en.wikipedia.org/wiki/Dog', 'https://en.wikipedia.org/wiki/Parenting']","['What is the man saying to the little boy?', ""Why is the dog wearing people's clothes?"", 'Why is the dog walking and wearing clothes like a person?', 'Why is the dog dressed as a human child?']",“Of course we wanted a son. But we also wanted unconditional love.”,"“Once tax season is over, you can go back to being the only child.”",2020-09-21,949488
740,11108.0,"['a china shop', 'an antique store']","['A bull is in a China shop and is inspecting some cup. A woman looks on as do two other people.', 'A bull is observing a cup in a china shop. It is well mannered and other customers do not mind it.', 'Some customers are browsing at a china shop. There is a bull behind a counter examining a cup.']","['There is a bull who is either looking at china or works there and is ringing someone up.', ""There is a bull in a China shop that is the shop owner. That's impossible."", 'A bull is an animal that likes to walk around so much it could break things. The fact that this bull is well mannered goes against what bulls naturally do.']","['https://en.wikipedia.org/wiki/Porcelain', 'https://en.wikipedia.org/wiki/Bull', 'https://en.wikipedia.org/wiki/Shopping']","['Why is the bull acting weird in the china shop?', 'Why is there a bull in a China shop inspecting a glass?', 'Why is there a bull in a china shop?']","“I hope she doesn't say ""charge""”",“You were right—putting him on commission changed his attitude.”,2020-09-28,1017304
741,6102.0,"['a mountain ridge.', 'remote area']","[""Two people are having drinks outside. They're staring up at the moon together."", ""A man and a woman are standing on top of a sloping hill that over looks a pine forest. They're holding glasses of wine and looking up at the moon, which is smiling and winking at them."", 'Two people are having wine outside. The sun or moon has a smiley face and is winking at them.']","[""While friendly, the moon, as a large orbiting piece of rock, doesn't tend to have any face, nor any facial expressions. Additionally, the moon seldom takes any personal interest in the affairs of humans, refraining to wink or smile at them at all."", 'The sun does not have a face.', 'The moon looks like an emoticon.']","['https://en.wikipedia.org/wiki/Wink', 'https://en.wikipedia.org/wiki/Man_in_the_Moon', 'https://en.wikipedia.org/wiki/Smiley', 'https://en.wikipedia.org/wiki/Hiking']","['Is it possible these people have just had too much to drink?', 'Why is the moon smiling and winking at the couple?', 'Why does the sun or moon have a face and why is it winking at them?', 'Why is the moon winking?']",“Don’t be fooled. He has a dark side.”,“I think it’s just a phase.”,2020-10-05,676978
742,5853.0,"['Art Gallery', 'an art gallery']","['A chef is barbecuing in the middle of a museum. A boy is waiting on his burger, and a curator is yelling.', 'A group of people are standing in an art museum. One man is grilling burgers on a barbecue while another man seems to be yelling at him. A boy is waiting to be served a hamburger', 'A man is having a Barbecue in the middle of an art gallery. Another man is angry at him.']","[""You can't have grills in a museum."", 'Barbecues are meant for outside and not for an art gallery.', 'A man has brought a grill and food into a busy museum.']","['https://en.wikipedia.org/wiki/Grill', 'https://en.wikipedia.org/wiki/Grilling', 'https://en.wikipedia.org/wiki/Impressionism', 'https://en.wikipedia.org/wiki/Art_critic']","['Why is the man having a Barbecue?', 'What is the man yelling at the guy on the left?', 'Why did the man decide to do his cooking in the museum?', 'What is he cooking?']","“Sir, this is the Met. The Mets are down the street.”",“That’s a rare medium. Well done.”,2020-10-12,669427
743,6295.0,"['a living room', 'the living room']","[""A man is placing a lion mount on the wall. The lion has the man's head in its mouth. The woman is shocked."", 'A man is hanging an animal head on the wall in his living room. His wife is standing by with a wine glass.', ""A mounted lion's head puts a man's head in its mouth. The man was carrying it and the lion decided to eat the man.""]","[""The lion's head is trying to eat the man."", ""The lion is biting the man's head. The lion is supposed to be dead."", ""A mounted lion's head would be a dead lion.""]","['https://en.wikipedia.org/wiki/Taxidermy', 'https://en.wikipedia.org/wiki/Lion', 'https://en.wikipedia.org/wiki/Trophy_hunting']","[""How is the lion eating the man's head when it's dead?"", 'Why is the lion head eating the man?', 'Is the lion dead or not?']",“I’ve changed my mind. I love it.”,“Still not level.”,2020-10-19,1140034
744,12354.0,['middle of nowhere'],['Two dogs are barking at one another. Both are wearing cones that stop them from scratching.'],"['The cone on one of the dogs is facing the wrong way, rendering it ineffective.']","['https://en.wikipedia.org/wiki/Elizabethan_collar', 'https://en.wikipedia.org/wiki/Dog']",['Why is the cone backwards?'],“Your going as a satellite dish? I'm going as a pilgrim.”,“I could never pull that off.”,2020-10-26,1110562
745,9666.0,"['a city', 'downtown city']","['There is a giant snail in the city. A man and scientist look at him with binoculars. The snail is destroying the city.', 'A giant, monstrous snail is attacking a city. A doctor and police officer are bystanders of the situation. The police officer uses his binoculars to see the snail.', 'There is a giant snail rampaging through the city. A scientist and a police officer observe it from a distance.']","['Giant snails that size do not exist and snails do not attack cities.', 'There is a snail in the city the size of a building that is destroying the city.', ""Snails of that size don't exist.""]","['https://en.wikipedia.org/wiki/Snail', 'https://en.wikipedia.org/wiki/Gigantism', 'https://en.wikipedia.org/wiki/Physician']","['Why is there a snail attacking the city?', 'How did the snail get so big?', 'Why is there a gigantic snail in the city?']",“We probably should have done something about this last year when it was still three blocks away.”,“I told you we should have salted the roads.”,2020-11-02,997609
746,9585.0,['a prehistoric setting.'],['A man is standing atop a pile of rocks. A woman is on the ground looking up at him.'],['The rocks are stacked in an odd shape.'],"['https://en.wikipedia.org/wiki/Stone_Age', 'https://en.wikipedia.org/wiki/Paleolithic', 'https://en.wikipedia.org/wiki/Caveman']",['Why did he stack them that way?'],“I forgot what I came upstairs for.”,“So that’s where all the furniture went.”,2020-11-09,1124620
747,9786.0,['the backyard'],"['Two women are sitting outside talking. There is a man waving to them from a fence, suspended upside down in the air.']","[""For some reason the neighbor's area is upside down.""]","['https://en.wikipedia.org/wiki/Neighbourhood', 'https://en.wikipedia.org/wiki/Point_reflection']",['What happened that ripped apart this piece of reality?'],“Just be glad he's not wearing his kilt today.”,“I’m always afraid he will drop in unexpectedly.”,2020-11-16,874526
748,9005.0,['inside a whale'],['Two chefs are inside a giant creature. They can see the ribs lining the walls and ceiling.'],['There are two chefs inside a giant beast.'],"['https://en.wikipedia.org/wiki/Chef', 'https://en.wikipedia.org/wiki/Whale']",['How are they going to escape?'],“I would prefer to go out the way we came in.”,“Not the return to inside dining I was expecting.”,2020-11-23,895729
749,5551.0,"['rooftop', 'the rooftop']","['A man is pulling rabbit out of a hat and people are watching him through the windows. Rabbit looks to be in tense state and a woman sitting next to the man is making a video of the man.', 'A man is on a balcony pulling a rabbit out of a hat. A woman is at a table looking at her phone. People are watching the magic trick from windows in buildings.', 'A woman is sitting at a table on a roof. A magician is pulling a rabbit out of his hat and people watching from their windows are applauding.']","[""It's an odd place to have a magic act."", 'There are people watching from various buildings. They are watching the magic trick.', 'It is unusual that people are watching the act through the windows. All of them have something in their hands like a phone and looks like they are all shooting this act.']","['https://en.wikipedia.org/wiki/Magic_(illusion)', 'https://en.wikipedia.org/wiki/Apartment', 'https://en.wikipedia.org/wiki/Audience', 'https://en.wikipedia.org/wiki/Hat-trick_(magic_trick)', 'https://en.wikipedia.org/wiki/Dating']","['Why are there a ton of people watching the magic trick from inside buildings?', 'Why are people watching through the windows.', 'Why is he putting on a show on the roof?']",“4B wants you to make her husband disappear.”,,2020-11-30,697397
750,7216.0,['a field'],['A bunch of sheep are gathered in front of some sheep dogs. The sheep dogs are talking to each other. The dogs are huge.'],['The dogs are very large compared to the sheep.'],"['https://en.wikipedia.org/wiki/Sheep', 'https://en.wikipedia.org/wiki/Sheep_dog']",['Why are the dogs so huge?'],“It’s good to be back in the field. It just wasn’t the same working from home.”,"“Every night, when I try to sleep, I can’t stop thinking about work.”",2020-12-07,797912
751,7273.0,['the sidewalk'],['Four people and a dog are standing or walking inside bubbles on a sidewalk in a city next to an empty road. They all look very happy and content.'],"[""People like their freedom and fresh air so it's unusual to see people or animals inside bubbles and seemingly being happy about it.""]","['https://en.wikipedia.org/wiki/Social_distancing', 'https://en.wikipedia.org/wiki/Proxemics']",['Why are the people inside bubbles?'],"“If you see a fork in the road, avoid it.”",“I want one that snows.”,2020-12-14,789736
752,6587.0,['a road'],['Two people are walking down a path. A number of giant books have surrounded them.'],['There are book people in this world.'],"['https://en.wikipedia.org/wiki/Literature', 'https://en.wikipedia.org/wiki/Solicitor']",['What do the books want?'],“Don't give them anything. It only encourages sequels.”,“The classics can be so intimidating.”,2020-12-21,1141292
753,11069.0,['a grocery store'],"['An Amish man and a whale are standing in line at the grocery store holding carts full of groceries. The man is looking at the whale with a happy expression on his face.', ""Two customers are shopping at a supermarket. They're pushing carts and chatting."", 'A man dressed like an Amish person is pushing a shopping cart around in a grocery store, shopping for groceries.  Behind him stands a whal, doing the same thing.']","[""It's unusual to see a man in amish clothing shopping in a supermarket, and it's considerably more unusual to see a giant whale shopping for groceries"", 'There is an extremely large whale standing on its tail fin inside of a grocery store pushing a cart with groceries inside.', ""One of the customers is a whale, which shouldn't be out of the water, much less pushing a shopping cart. The other appears to be Amish, and his people don't shop at modern stores. He also has a peg leg.""]","['https://en.wikipedia.org/wiki/Captain_Ahab', 'https://en.wikipedia.org/wiki/Shopping_cart', 'https://en.wikipedia.org/wiki/Beluga_whale', 'https://en.wikipedia.org/wiki/Moby-Dick']","['What does an Amish person say to a whale?', 'Why is there a whale shopping for groceries?', 'What happened to his leg?', 'Why is there a whale pushing a cart of groceries inside of a grocery store?']","“Oh I'm sorry, maybe I'd move faster if SOMEONE didn't bite my leg off.”","“Oh, hey, I almost didn’t recognize you outside of work.”",2020-12-28,1116808
754,6145.0,['a fire station'],['There are two firefighters ready to slide down two poles at the firehouse.'],"['One of the holes where the poles are is square instead of round, which is not standard.']","['https://en.wikipedia.org/wiki/Square', 'https://en.wikipedia.org/wiki/Circle', 'https://en.wikipedia.org/wiki/Fireman%27s_pole']",['What do the firefighters think about the square holes?'],"“Whoa, the new recruit went down the laundry chute.”",“Since when did the pizza delivery guy get his own pole?”,2021-01-04,723023
755,8868.0,"['a cave', 'a cave dwelling']","['A woman is sitting down in a cave. A caveman is confronting her.', 'A caveman and woman are in a cave. The woman is dressed in modern clothes. She has a table and cup of coffee near her.', 'A woman dressed in modern clothes is sitting in a chair with a cup of coffee on a table under a pendant light inside of a cave. There is a man dressed like a caveman standing in front of her.']","['The caveman is near a woman who is dressed in modern clothes.', ""It's unusual to see such a modern arrangement typical of a coffee shop placed inside a cave. It's also unusual to see two people dressed so differently as if they are also from different time periods. Caves don't typically have electricity so a light feature (with bulb) is unusual to see."", 'There is a modern woman and furniture in prehistoric times.']","['https://en.wikipedia.org/wiki/Coffeehouse', 'https://en.wikipedia.org/wiki/Coffee_table', 'https://en.wikipedia.org/wiki/Caveman']","['Did the woman time travel?', ""Why is the woman sitting like she's at a coffee shop inside of a cave?"", 'Why is there a woman in modern clothes sitting in a cave with a caveman?']",“'Yes Robert I bought a chair. I was sick of my options being between a rock and a hard place.'”,"“If you’re so civilized, why don’t you use a coaster?”",2021-01-11,827963
756,9335.0,['a psychiatrist office'],"[""A chameleon is at a therapist office . It tries to peak at the therapist's notes."", 'A man is sitting on a chair with a drawing pad in his hand. A gecko is on the sofa next to the man and starring at the man. Man looks occupied with the drawing board, and gecko is curious to see what is going on.', 'A psychiatrist is taking notes in his office. There is a lizard facing him on the couch.']","['The lizard is enormous.', 'Chameleons do not go to therapy. Therapy is for humans.', 'Unusual element of the picture is size of the gecko, which looks too big compared to the size of the man.']","['https://en.wikipedia.org/wiki/Chameleon', 'https://en.wikipedia.org/wiki/Invisibility', 'https://en.wikipedia.org/wiki/Therapy']","['What is the doctor writing?', 'What is the man drawing?', 'Why is the chameleon in therapy?']","“And just when I finally got comfortable in my own skin, she repainted the bedroom.”","“So, you’re saying you didn’t miss your last two appointments?”",2021-01-18,774284
757,6672.0,['a park'],"['A couple is having a picnic in a park, along with others. Some threatening storm clouds are approaching.']","[""The cloud has a man's face.""]","['https://en.wikipedia.org/wiki/Cloud', 'https://en.wikipedia.org/wiki/Storm']",['Are they going to leave the park?'],“I thought partly cloudy with a chance of rage was a typo”,"“Don’t worry, it’s just a front.”",2021-01-25,742808
758,4514.0,['the front door'],"[""A woman is looking out her front door. There are lots of people on a sidewalk, and there's a man behind a desk in front of her house.""]","[""There's a desk in the middle of the sidewalk.""]","['https://en.wikipedia.org/wiki/Desk', 'https://en.wikipedia.org/wiki/Social_distancing']",['What is the man doing there?'],“Honey can you close the door? I’m in a meeting.”,"“Honey, can you close the door? I’m in a meeting.”",2021-02-01,566563
759,9411.0,"['the ocean', 'the sea']","[""Two fish are in the ocean and they seem to be having a discussion. One of the fish is normal and free to swim around while the other is mounted to a piece of wood that you'd hang on a wall. The mounted fish appears very angry."", 'Two fish are in the ocean. One fish is on a plaque talking to the other one.', 'Two fish are underwater looking at one another (mirrored). One of the fish is on a plaque and looks angry. The other fish has a surprised wide-eyed look on its face.']","['One of the fish that is mounted on the wall like a trophy is still alive and is somehow back in the ocean.', 'One of the fish is on a plaque, like it was displayed on a wall.', 'Seeing a fish on a plaque under the water alive and seemingly angry is unexpected and unusual.']","['https://en.wikipedia.org/wiki/Big_Mouth_Billy_Bass', 'https://en.wikipedia.org/wiki/Fish']","['How is the mounted fish still alive and able to swim?', 'Why is the fish alive and on a plaque?', 'How is the fish on the plaque still alive?', 'How did the mounted fish find its way back into the ocean?', 'Why is the fish on the plaque angry?']",“They call it kitsch-and-release.”,“They call it kitsch and release.”,2021-02-08,779033
760,7393.0,['a restaurant'],"['Two identical waiters approach a couple sitting at one of the tables of the restaurant. One of them brings the couple a garbage bin.', 'There is a man carrying a garbage can in a restaurant. He is bringing it to a table with another waiter, who is talking to some customers.', 'A couple is sitting at a table in a restaurant and being hovered over by the waiter. The man is frowning deeply.  Another waiting is walking towards the table with an angry expression, dragging a metal trash can.']","['A waiter is carrying a garbage can to a table at a restaurant?', 'Waiters serve food not garbage at restaurants.', ""It's unusual to see a waiter bring a trash can into a fine dining establishment, directly to the customer's table.""]","['https://en.wikipedia.org/wiki/Waiting_staff', 'https://en.wikipedia.org/wiki/Waste_container']","['Why is the waiter bringing the couple garbage?', 'Why is the waiter bringing a trash can to the table?', 'Why is the waiter bringing a garbage can to the table in the restaurant?', 'Why is the man at the table frowning?']",“You probably meant compote.”,“It’s curb to table.”,2021-02-15,807956
761,10712.0,['a field'],['Death is giving some food to a man. He is saying something to a woman off to the side.'],"[""Death doesn't usually give things to people.""]","['https://en.wikipedia.org/wiki/Death_(personification)', 'https://en.wikipedia.org/wiki/Sacred_food_as_offering']",['Are they neighbors?'],“He's the only one who can legally hand out refreshments to voters in Georgia.”,“He says making lemonade is not an option.”,2021-02-22,926127
